202143,30.683102186808796,26.908147147981026,34.64893011178947
202144,32.96173623848877,26.450320539387576,38.30363145861969
202145,32.92686276942534,26.438385602653852,34.861918241529054
202146,32.574216539295335,26.436339423563595,37.02175031219463
202147,34.985347109926224,26.47920810445555,37.36530900832662
202148,36.195278415396345,26.40694599515689,44.419224878648265
202149,34.903812869448714,26.415735489555914,33.04988392421876
202150,31.687278992224932,29.742357442426453,38.497537984544465
202151,33.83733579913475,27.290674084329908,34.12160014734832
202152,33.16931455614751,26.49725146617243,34.52047390473069
